,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
689,Minnesota Timberwolves,37,82,45.1,6,20,30.0,20,23,87.0,14,34,48,21,7,2,16,15,100,9,1,347,2012-02-04
690,Chicago Bulls,48,90,53.3,14,30,46.7,3,4,75.0,11,42,53,31,6,4,13,20,113,23,0,348,2012-02-04
691,Milwaukee Bucks,37,93,39.8,1,12,8.3,15,19,78.9,13,26,39,15,6,5,8,8,90,-23,1,348,2012-02-04
692,Oklahoma City Thunder,36,77,46.8,7,21,33.3,17,28,60.7,7,36,43,18,6,12,13,25,96,-11,0,349,2012-02-04
693,San Antonio Spurs,37,88,42.0,12,23,52.2,21,25,84.0,11,34,45,21,4,7,10,22,107,11,1,349,2012-02-04
694,Charlotte Bobcats,33,75,44.0,9,19,47.4,14,19,73.7,11,37,48,15,4,5,14,23,89,-6,0,351,2012-02-04
695,Phoenix Suns,34,85,40.0,10,22,45.5,17,24,70.8,13,34,47,21,5,5,7,14,95,6,1,351,2012-02-04
696,Golden State Warriors,39,90,43.3,16,29,55.2,12,13,92.3,10,26,36,25,10,9,16,21,106,-8,0,352,2012-02-04
697,Sacramento Kings,43,98,43.9,10,22,45.5,18,21,85.7,20,35,55,21,10,4,18,13,114,8,1,352,2012-02-04
698,Denver Nuggets,35,79,44.3,5,22,22.7,22,24,91.7,12,30,42,17,8,3,17,17,97,-20,0,353,2012-02-04
699,Portland Trail Blazers,46,86,53.5,15,33,45.5,10,12,83.3,10,31,41,30,11,5,14,20,117,20,1,353,2012-02-04
700,Memphis Grizzlies,32,87,36.8,3,14,21.4,13,16,81.3,15,23,38,13,5,5,13,17,80,-18,0,354,2012-02-05
701,Boston Celtics,36,73,49.3,7,20,35.0,19,21,90.5,7,38,45,28,9,5,18,15,98,18,1,354,2012-02-05
702,Toronto Raptors,34,79,43.0,6,22,27.3,15,21,71.4,10,28,38,17,6,3,16,25,89,-6,0,355,2012-02-05
703,Miami Heat,31,69,44.9,4,12,33.3,29,34,85.3,4,32,36,15,8,2,14,19,95,6,1,355,2012-02-05
704,Los Angeles Lakers,34,81,42.0,7,24,29.2,15,20,75.0,21,34,55,23,4,4,16,17,90,-5,0,356,2012-02-06
705,Philadelphia 76ers,38,81,46.9,8,17,47.1,11,17,64.7,8,22,30,27,7,2,4,13,95,5,1,356,2012-02-06
706,Toronto Raptors,34,85,40.0,13,26,50.0,27,34,79.4,17,25,42,20,8,2,18,33,108,-3,0,357,2012-02-06
707,Washington Wizards,39,80,48.7,3,9,33.3,30,41,73.2,14,27,41,14,9,8,16,29,111,3,1,357,2012-02-06
708,Los Angeles Clippers,36,82,43.9,13,31,41.9,22,25,88.0,10,36,46,21,11,1,12,20,107,5,0,358,2012-02-06
709,Orlando Magic,40,86,46.5,11,30,36.7,11,16,68.8,10,27,37,27,6,2,13,27,102,-5,1,358,2012-02-06
710,Chicago Bulls,40,72,55.6,9,15,60.0,19,23,82.6,9,30,39,29,9,2,13,24,108,21,0,359,2012-02-06
711,New Jersey Nets,32,79,40.5,3,17,17.6,20,26,76.9,14,23,37,19,6,1,11,20,87,-21,1,359,2012-02-06
712,Utah Jazz,33,76,43.4,2,11,18.2,20,26,76.9,10,26,36,17,7,2,20,31,88,-11,0,360,2012-02-06
713,New York Knicks,35,73,47.9,9,28,32.1,20,31,64.5,7,31,38,19,10,5,17,26,99,11,1,360,2012-02-06
