,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date,WIN
7756,Celtics,38,97.0,39.2,4,22.0,18.2,12,17.0,70.6,16,31,47,23,11,1,14,19,92,-9.0,0,3909,2014-02-21,0
7757,Lakers,40,83.0,48.2,7,22.0,31.8,14,19.0,73.7,9,37,46,23,7,7,18,19,101,9.0,1,3909,2014-02-21,1
7758,Grizzlies,34,79.0,43.0,4,15.0,26.7,17,22.0,77.3,7,35,42,17,6,5,15,24,89,-3.0,0,3910,2014-02-22,0
7759,Hornets,30,82.0,36.6,8,20.0,40.0,24,27.0,88.9,9,33,42,16,4,4,11,18,92,3.0,1,3910,2014-02-22,1
7760,Pelicans,35,81.0,43.2,6,13.0,46.2,17,21.0,81.0,8,30,38,20,9,3,15,22,93,-1.0,0,3911,2014-02-22,0
7761,Wizards,36,74.0,48.6,3,14.0,21.4,19,26.0,73.1,9,33,42,23,6,7,17,15,94,1.0,1,3911,2014-02-22,1
7762,Knicks,39,89.0,43.8,10,28.0,35.7,10,16.0,62.5,8,33,41,22,6,4,10,24,98,-9.0,0,3912,2014-02-22,0
7763,Hawks,32,74.0,43.2,16,31.0,51.6,27,33.0,81.8,7,33,40,19,2,4,10,18,107,9.0,1,3912,2014-02-22,1
7764,Mavericks,44,90.0,48.9,8,23.0,34.8,17,22.0,77.3,16,34,50,31,8,6,14,19,113,11.0,0,3913,2014-02-22,1
7765,Pistons,40,82.0,48.8,2,11.0,18.2,20,30.0,66.7,9,30,39,21,7,6,10,19,102,-11.0,1,3913,2014-02-22,0
7766,Pacers,36,80.0,45.0,9,18.0,50.0,29,40.0,72.5,10,30,40,19,6,6,9,23,110,10.0,0,3914,2014-02-22,1
7767,Bucks,35,83.0,42.2,9,27.0,33.3,21,32.0,65.6,15,37,52,20,4,3,12,32,100,-10.0,1,3914,2014-02-22,0
7768,Timberwolves,43,84.0,51.2,11,22.0,50.0,24,33.0,72.7,12,37,49,30,4,3,11,24,121,17.0,0,3915,2014-02-22,1
7769,Jazz,37,79.0,46.8,3,19.0,15.8,27,36.0,75.0,5,29,34,16,8,7,8,25,104,-17.0,1,3915,2014-02-22,0
7770,Celtics,34,87.0,39.1,6,21.0,28.6,24,36.0,66.7,15,27,42,17,8,3,14,19,98,-7.0,0,3916,2014-02-22,0
7771,Kings,38,73.0,52.1,5,9.0,55.6,24,28.0,85.7,3,35,38,18,6,3,17,27,105,7.0,1,3916,2014-02-22,1
7772,Nets,32,78.0,41.0,2,21.0,9.5,20,24.0,83.3,7,32,39,11,5,2,16,14,86,-7.0,0,3917,2014-02-22,0
7773,Warriors,37,85.0,43.5,6,20.0,30.0,13,17.0,76.5,12,38,50,26,12,4,10,22,93,7.0,1,3917,2014-02-22,1
7774,Clippers,42,81.0,51.9,13,30.0,43.3,28,39.0,71.8,10,34,44,26,8,2,17,23,125,8.0,0,3918,2014-02-23,1
7775,Thunder,43,93.0,46.2,12,29.0,41.4,19,24.0,79.2,10,27,37,26,9,3,14,30,117,-8.0,1,3918,2014-02-23,0
7776,Bulls,29,81.0,35.8,6,21.0,28.6,15,17.0,88.2,15,36,51,18,2,4,12,15,79,-14.0,0,3919,2014-02-23,0
7777,Heat,37,88.0,42.0,9,23.0,39.1,10,14.0,71.4,15,26,41,22,8,7,7,19,93,14.0,1,3919,2014-02-23,1
7778,Wizards,41,96.0,42.7,8,20.0,40.0,6,10.0,60.0,15,33,48,26,7,3,5,19,96,13.0,0,3920,2014-02-23,1
7779,Cavaliers,30,78.0,38.5,2,18.0,11.1,21,26.0,80.8,13,38,51,15,2,2,12,12,83,-13.0,1,3920,2014-02-23,0
7780,Magic,36,87.0,41.4,5,14.0,35.7,13,17.0,76.5,9,23,32,20,14,2,9,25,90,-15.0,0,3921,2014-02-23,0
7781,Raptors,34,65.0,52.3,9,17.0,52.9,28,36.0,77.8,9,41,50,23,4,4,23,22,105,15.0,1,3921,2014-02-23,1
7782,Kings,37,78.0,47.4,5,13.0,38.5,30,36.0,83.3,10,35,45,18,12,10,21,21,109,14.0,0,3922,2014-02-23,1
7783,Nuggets,33,88.0,37.5,15,32.0,46.9,14,21.0,66.7,10,30,40,23,11,7,19,28,95,-14.0,1,3922,2014-02-23,0
7784,Rockets,41,78.0,52.6,5,16.0,31.3,28,32.0,87.5,10,33,43,25,10,3,22,19,115,3.0,0,3923,2014-02-23,1
7785,Suns,42,86.0,48.8,11,26.0,42.3,17,24.0,70.8,9,25,34,16,14,2,16,18,112,-3.0,1,3923,2014-02-23,0
7786,Nets,36,76.0,47.4,12,25.0,48.0,24,32.0,75.0,12,29,41,28,13,2,18,20,108,6.0,0,3924,2014-02-23,1
7787,Lakers,39,76.0,51.3,7,17.0,41.2,17,26.0,65.4,10,27,37,17,11,5,17,24,102,-6.0,1,3924,2014-02-23,0
7788,Timberwolves,37,94.0,39.4,9,28.0,32.1,14,20.0,70.0,21,27,48,18,5,2,14,21,97,-11.0,0,3925,2014-02-23,0
7789,Trail Blazers,40,83.0,48.2,13,28.0,46.4,15,16.0,93.8,12,34,46,19,4,7,12,23,108,11.0,1,3925,2014-02-23,1
7790,Bucks,48,84.0,57.1,12,20.0,60.0,22,29.0,75.9,20,27,47,32,7,6,23,21,130,20.0,0,3926,2014-02-24,1
7791,76ers,43,88.0,48.9,8,24.0,33.3,16,23.0,69.6,11,17,28,28,16,5,17,22,110,-20.0,1,3926,2014-02-24,0
7792,Warriors,38,82.0,46.3,13,31.0,41.9,15,22.0,68.2,11,33,44,27,3,7,13,19,104,8.0,0,3927,2014-02-24,1
7793,Pistons,40,99.0,40.4,4,13.0,30.8,12,18.0,66.7,16,29,45,26,7,6,8,23,96,-8.0,1,3927,2014-02-24,0
7794,Mavericks,41,86.0,47.7,15,36.0,41.7,13,16.0,81.3,11,23,34,27,5,3,10,19,110,2.0,0,3928,2014-02-24,1
7795,Knicks,40,76.0,52.6,14,33.0,42.4,14,16.0,87.5,11,30,41,23,3,3,19,24,108,-2.0,1,3928,2014-02-24,0
7796,Clippers,43,83.0,51.8,16,28.0,57.1,21,26.0,80.8,10,30,40,34,4,5,9,28,123,13.0,0,3929,2014-02-24,1
7797,Pelicans,37,87.0,42.5,7,18.0,38.9,29,35.0,82.9,20,30,50,24,2,7,9,23,110,-13.0,1,3929,2014-02-24,0
7798,Celtics,37,84.0,44.0,4,15.0,26.7,20,21.0,95.2,13,18,31,16,6,2,14,18,98,-12.0,0,3930,2014-02-24,0
7799,Jazz,44,80.0,55.0,6,17.0,35.3,16,21.0,76.2,11,27,38,25,8,8,12,21,110,12.0,1,3930,2014-02-24,1
7800,Raptors,35,79.0,44.3,10,32.0,31.3,19,24.0,79.2,10,29,39,27,5,6,14,21,99,6.0,0,3931,2014-02-25,1
7801,Cavaliers,34,84.0,40.5,5,17.0,29.4,20,24.0,83.3,14,29,43,24,6,1,12,21,93,-6.0,1,3931,2014-02-25,0
7802,Lakers,39,90.0,43.3,8,23.0,34.8,12,20.0,60.0,10,32,42,22,11,12,16,23,98,-20.0,0,3932,2014-02-25,0
7803,Pacers,47,101.0,46.5,5,16.0,31.3,19,25.0,76.0,21,41,62,25,11,10,17,21,118,20.0,1,3932,2014-02-25,1
7804,Magic,43,86.0,50.0,8,25.0,32.0,12,14.0,85.7,15,30,45,24,5,3,17,26,106,-9.0,0,3933,2014-02-25,0
7805,Wizards,42,80.0,52.5,10,16.0,62.5,21,28.0,75.0,9,27,36,24,8,2,12,15,115,9.0,1,3933,2014-02-25,1
7806,Bulls,37,88.0,42.0,8,24.0,33.3,25,29.0,86.2,15,33,48,24,11,2,12,15,107,4.0,0,3934,2014-02-25,1
7807,Hawks,38,84.0,45.2,14,33.0,42.4,13,16.0,81.3,11,31,42,21,7,2,16,22,103,-4.0,1,3934,2014-02-25,0
